"index","MONTH","YEAR","DAYS","REPORT_DATE","JOURNEY_TYPE","JOURNEYS_MILLIONS"
"546","7","2016","31","2016-12-31T00:00:00.000","Overground","15.23670263"
"547","8","2016","31","2016-12-31T00:00:00.000","Overground","15.43628028"
"548","9","2016","30","2016-12-31T00:00:00.000","Overground","15.69699568"
"549","10","2016","31","2017-03-31T00:00:00.000","Overground","11.98208519"
"550","11","2016","30","2017-03-31T00:00:00.000","Overground","14.83998874"
"551","12","2016","31","2017-03-31T00:00:00.000","Overground","14.6108366"
"552","1","2017","31","2017-06-30T00:00:00.000","Overground","14.72110999"
"553","2","2017","28","2017-06-30T00:00:00.000","Overground","14.83456338"
"554","3","2017","31","2017-06-30T00:00:00.000","Overground","14.38761568"
"555","4","2017","30","2017-09-30T00:00:00.000","Overground","14.98989134"
"556","5","2017","31","2017-09-30T00:00:00.000","Overground","14.44132847"
"557","6","2017","30","2017-09-30T00:00:00.000","Overground","14.54848112"
"558","7","2017","31","2017-12-31T00:00:00.000","Overground","15.59906054"
"559","8","2017","31","2017-12-31T00:00:00.000","Overground","15.44275651"
"560","9","2017","30","2017-12-31T00:00:00.000","Overground","15.51043386"
"561","10","2017","31","2018-03-31T00:00:00.000","Overground","11.55572814"
"562","11","2017","30","2018-03-31T00:00:00.000","Overground","14.82053681"
"563","12","2017","31","2018-03-31T00:00:00.000","Overground","14.13058085"
"564","1","2018","31","2018-06-30T00:00:00.000","Overground","14.68761425"
"565","2","2018","28","2018-06-30T00:00:00.000","Overground","14.41798508"
"566","3","2018","31","2018-06-30T00:00:00.000","Overground","14.25590317"
"567","4","2018","30","2018-09-30T00:00:00.000","Overground","14.83663807"
"568","5","2018","31","2018-09-30T00:00:00.000","Overground","14.04167186"
"569","6","2018","30","2018-09-30T00:00:00.000","Overground","14.14925828"
"570","7","2018","31","2018-12-31T00:00:00.000","Overground","15.8087653"
"571","8","2018","31","2018-12-31T00:00:00.000","Overground","15.63294442"
"572","9","2018","30","2018-12-31T00:00:00.000","Overground","15.59287265"
"573","10","2018","31","2019-03-31T00:00:00.000","Overground","11.58278136"
"574","11","2018","30","2019-03-31T00:00:00.000","Overground","14.47152417"
"575","12","2018","31","2019-03-31T00:00:00.000","Overground","14.40872535"
"576","1","2019","31","2019-06-30T00:00:00.000","Overground","13.88291925"
"577","2","2019","28","2019-06-30T00:00:00.000","Overground","14.15696308"
"578","3","2019","31","2019-06-30T00:00:00.000","Overground","13.79133005"
"579","4","2019","30","2019-09-30T00:00:00.000","Overground","14.83199116"
"580","5","2019","31","2019-09-30T00:00:00.000","Overground","12.94871815"
"581","6","2019","30","2019-09-30T00:00:00.000","Overground","13.52311989"
"582","7","2019","31","2019-12-31T00:00:00.000","Overground","17.82063199"
"583","8","2019","31","2019-12-31T00:00:00.000","Overground","17.1082871"
"584","9","2019","30","2019-12-31T00:00:00.000","Overground","15.83140693"
"585","10","2019","31","2020-03-31T00:00:00.000","Overground","10.58719779"
"586","11","2019","30","2020-03-31T00:00:00.000","Overground","14.05691148"
"587","12","2019","31","2020-03-31T00:00:00.000","Overground","15.60820526"
"588","1","2020","31","2020-06-30T00:00:00.000","Overground","0.9996926779"
"589","2","2020","29","2020-06-30T00:00:00.000","Overground","1.491889551"
"590","3","2020","31","2020-06-30T00:00:00.000","Overground","2.797743723"
"591","4","2020","30","2020-09-30T00:00:00.000","Overground","4.490086172"
"592","5","2020","31","2020-09-30T00:00:00.000","Overground","5.073182347"
"593","6","2020","30","2020-09-30T00:00:00.000","Overground","6.61931978"
"594","7","2020","31","2020-12-31T00:00:00.000","Overground","8.455669045"
"595","8","2020","31","2020-12-31T00:00:00.000","Overground","7.080423369"
"596","9","2020","30","2020-12-31T00:00:00.000","Overground","6.61382143"
"597","10","2020","31","2021-03-31T00:00:00.000","Overground","3.192937975"
"598","11","2020","30","2021-03-31T00:00:00.000","Overground","3.499736136"
"599","12","2020","31","2021-03-31T00:00:00.000","Overground","4.38364971"
"600","1","2021","31","2021-06-30T00:00:00.000","Overground","8.647541589"
"601","2","2021","28","2021-06-30T00:00:00.000","Overground","7.686087707"
"602","3","2021","31","2021-06-30T00:00:00.000","Overground","7.777896583"
"603","4","2021","30","2021-09-30T00:00:00.000","Overground","10.14764205"
"604","5","2021","31","2021-09-30T00:00:00.000","Overground","8.574371395"
"605","6","2021","30","2021-09-30T00:00:00.000","Overground","10.599299"
"606","7","2021","31","2021-12-31T00:00:00.000","Overground","12.47350367"
"607","8","2021","31","2021-12-31T00:00:00.000","Overground","11.58683787"
"608","9","2021","30","2021-12-31T00:00:00.000","Overground","12.20710486"
"609","10","2021","31","2022-03-31T00:00:00.000","Overground","6.727379039"
"610","11","2021","30","2022-03-31T00:00:00.000","Overground","9.968767686"
"611","12","2021","31","2022-03-31T00:00:00.000","Overground","10.68208527"
"612","1","2022","31","2022-06-30T00:00:00.000","Overground","11.975279"
"613","2","2022","28","2022-06-30T00:00:00.000","Overground","12.8878644"
"614","3","2022","31","2022-06-30T00:00:00.000","Overground","11.08386334"
"615","4","2022","30","2022-09-30T00:00:00.000","Overground","12.50552727"
"616","5","2022","31","2022-09-30T00:00:00.000","Overground","10.02445314"
"617","6","2022","30","2022-09-30T00:00:00.000","Overground","12.3020443"
"618","7","2022","31","2022-12-31T00:00:00.000","Overground","12.47575723"
"619","8","2022","31","2022-12-31T00:00:00.000","Overground","13.25191663"
"620","9","2022","30","2022-12-31T00:00:00.000","Overground","13.99023093"
"621","10","2022","31","2023-03-31T00:00:00.000","Overground","6.868347355"
"622","11","2022","30","2023-03-31T00:00:00.000","Overground","13.13690025"
"623","12","2022","31","2023-03-31T00:00:00.000","Overground","13.36432424"
"624","1","2010","31","2010-06-30T00:00:00.000","Emirates Airline",""
"625","2","2010","28","2010-06-30T00:00:00.000","Emirates Airline",""
"626","3","2010","31","2010-06-30T00:00:00.000","Emirates Airline",""
"627","4","2010","30","2010-09-30T00:00:00.000","Emirates Airline",""
"628","5","2010","31","2010-09-30T00:00:00.000","Emirates Airline",""
"629","6","2010","30","2010-09-30T00:00:00.000","Emirates Airline",""
"630","7","2010","31","2010-12-31T00:00:00.000","Emirates Airline",""
"631","8","2010","31","2010-12-31T00:00:00.000","Emirates Airline",""
"632","9","2010","30","2010-12-31T00:00:00.000","Emirates Airline",""
"633","10","2010","31","2011-03-31T00:00:00.000","Emirates Airline",""
"634","11","2010","30","2011-03-31T00:00:00.000","Emirates Airline",""
"635","12","2010","31","2011-03-31T00:00:00.000","Emirates Airline",""
"636","1","2011","31","2011-06-30T00:00:00.000","Emirates Airline",""
"637","2","2011","28","2011-06-30T00:00:00.000","Emirates Airline",""
"638","3","2011","31","2011-06-30T00:00:00.000","Emirates Airline",""
"639","4","2011","30","2011-09-30T00:00:00.000","Emirates Airline",""
"640","5","2011","31","2011-09-30T00:00:00.000","Emirates Airline",""
"641","6","2011","30","2011-09-30T00:00:00.000","Emirates Airline",""
"642","7","2011","31","2011-12-31T00:00:00.000","Emirates Airline",""
"643","8","2011","31","2011-12-31T00:00:00.000","Emirates Airline",""
"644","9","2011","30","2011-12-31T00:00:00.000","Emirates Airline",""
"645","10","2011","31","2012-03-31T00:00:00.000","Emirates Airline",""
"646","11","2011","30","2012-03-31T00:00:00.000","Emirates Airline",""
"647","12","2011","31","2012-03-31T00:00:00.000","Emirates Airline",""
"648","1","2012","31","2012-06-30T00:00:00.000","Emirates Airline",""
"649","2","2012","29","2012-06-30T00:00:00.000","Emirates Airline",""
"650","3","2012","31","2012-06-30T00:00:00.000","Emirates Airline",""
"651","4","2012","30","2012-09-30T00:00:00.000","Emirates Airline","0.236025"
"652","5","2012","31","2012-09-30T00:00:00.000","Emirates Airline","0.534218"
"653","6","2012","30","2012-09-30T00:00:00.000","Emirates Airline","0.381347"
"654","7","2012","31","2012-12-31T00:00:00.000","Emirates Airline","0.163217"
"655","8","2012","31","2012-12-31T00:00:00.000","Emirates Airline","0.181075"
"656","9","2012","30","2012-12-31T00:00:00.000","Emirates Airline","0.119806"
"657","10","2012","31","2013-03-31T00:00:00.000","Emirates Airline","0.11049"
"658","11","2012","30","2013-03-31T00:00:00.000","Emirates Airline","0.072604"
"659","12","2012","31","2013-03-31T00:00:00.000","Emirates Airline","0.11707"
"660","1","2013","31","2013-06-30T00:00:00.000","Emirates Airline","0.138309"
"661","2","2013","28","2013-06-30T00:00:00.000","Emirates Airline","0.128717"
"662","3","2013","31","2013-06-30T00:00:00.000","Emirates Airline","0.141628"
"663","4","2013","30","2013-09-30T00:00:00.000","Emirates Airline","0.151723"
"664","5","2013","31","2013-09-30T00:00:00.000","Emirates Airline","0.194817"
"665","6","2013","30","2013-09-30T00:00:00.000","Emirates Airline","0.168135"
"666","7","2013","31","2013-12-31T00:00:00.000","Emirates Airline","0.104226"
"667","8","2013","31","2013-12-31T00:00:00.000","Emirates Airline","0.099083"
"668","9","2013","30","2013-12-31T00:00:00.000","Emirates Airline","0.076424"
"669","10","2013","31","2014-03-31T00:00:00.000","Emirates Airline","0.068595"
"670","11","2013","30","2014-03-31T00:00:00.000","Emirates Airline","0.067098"
"671","12","2013","31","2014-03-31T00:00:00.000","Emirates Airline","0.084601"
"672","1","2014","31","2014-06-30T00:00:00.000","Emirates Airline","0.144542"
"673","2","2014","28","2014-06-30T00:00:00.000","Emirates Airline","0.107946"
"674","3","2014","31","2014-06-30T00:00:00.000","Emirates Airline","0.133305"
"675","4","2014","30","2014-09-30T00:00:00.000","Emirates Airline","0.124303"
"676","5","2014","31","2014-09-30T00:00:00.000","Emirates Airline","0.178233"
"677","6","2014","30","2014-09-30T00:00:00.000","Emirates Airline","0.170343"
"678","7","2014","31","2014-12-31T00:00:00.000","Emirates Airline","0.112802"
"679","8","2014","31","2014-12-31T00:00:00.000","Emirates Airline","0.127104"
"680","9","2014","30","2014-12-31T00:00:00.000","Emirates Airline","0.090387"
"681","10","2014","31","2015-03-31T00:00:00.000","Emirates Airline","0.093527"
"682","11","2014","30","2015-03-31T00:00:00.000","Emirates Airline","0.074935"
"683","12","2014","31","2015-03-31T00:00:00.000","Emirates Airline","0.115311"
"684","1","2015","31","2015-06-30T00:00:00.000","Emirates Airline","0.163774"
"685","2","2015","28","2015-06-30T00:00:00.000","Emirates Airline","0.145261"
"686","3","2015","31","2015-06-30T00:00:00.000","Emirates Airline","0.12034"
"687","4","2015","30","2015-09-30T00:00:00.000","Emirates Airline","0.146784"
"688","5","2015","31","2015-09-30T00:00:00.000","Emirates Airline","0.192611"
"689","6","2015","30","2015-09-30T00:00:00.000","Emirates Airline","0.123068"
"690","7","2015","31","2015-12-31T00:00:00.000","Emirates Airline","0.118785"
"691","8","2015","31","2015-12-31T00:00:00.000","Emirates Airline","0.139655"
"692","9","2015","30","2015-12-31T00:00:00.000","Emirates Airline","0.052531"
"693","10","2015","31","2016-03-31T00:00:00.000","Emirates Airline","0.08393"
"694","11","2015","30","2016-03-31T00:00:00.000","Emirates Airline","0.0740649435"
"695","12","2015","31","2016-03-31T00:00:00.000","Emirates Airline","0.1089143375"
"696","1","2016","31","2016-06-30T00:00:00.000","Emirates Airline","0.140012"
"697","2","2016","29","2016-06-30T00:00:00.000","Emirates Airline","0.128865825"
"698","3","2016","31","2016-06-30T00:00:00.000","Emirates Airline","0.112962"
"699","4","2016","30","2016-09-30T00:00:00.000","Emirates Airline","0.132425"
"700","5","2016","31","2016-09-30T00:00:00.000","Emirates Airline","0.182303"
"701","6","2016","30","2016-09-30T00:00:00.000","Emirates Airline","0.136297"
"702","7","2016","31","2016-12-31T00:00:00.000","Emirates Airline","0.09988225"
"703","8","2016","31","2016-12-31T00:00:00.000","Emirates Airline","0.118994"
"704","9","2016","30","2016-12-31T00:00:00.000","Emirates Airline","0.080307"
"705","10","2016","31","2017-03-31T00:00:00.000","Emirates Airline","0.092992"
"706","11","2016","30","2017-03-31T00:00:00.000","Emirates Airline","0.07872"
"707","12","2016","31","2017-03-31T00:00:00.000","Emirates Airline","0.108992"
"708","1","2017","31","2017-06-30T00:00:00.000","Emirates Airline","0.1556929776"
"709","2","2017","28","2017-06-30T00:00:00.000","Emirates Airline","0.1134019914"
"710","3","2017","31","2017-06-30T00:00:00.000","Emirates Airline","0.1131988499"
"711","4","2017","30","2017-09-30T00:00:00.000","Emirates Airline","0.129216"
"712","5","2017","31","2017-09-30T00:00:00.000","Emirates Airline","0.179892"
"713","6","2017","30","2017-09-30T00:00:00.000","Emirates Airline","0.121204"
"714","7","2017","31","2017-12-31T00:00:00.000","Emirates Airline","0.0974124"
"715","8","2017","31","2017-12-31T00:00:00.000","Emirates Airline","0.112178"
"716","9","2017","30","2017-12-31T00:00:00.000","Emirates Airline","0.075648"
"717","10","2017","31","2018-03-31T00:00:00.000","Emirates Airline","0.064841"
"718","11","2017","30","2018-03-31T00:00:00.000","Emirates Airline","0.065853"
"719","12","2017","31","2018-03-31T00:00:00.000","Emirates Airline","0.091732"
"720","1","2018","31","2018-06-30T00:00:00.000","Emirates Airline","0.120445"
"721","2","2018","28","2018-06-30T00:00:00.000","Emirates Airline","0.112407"
"722","3","2018","31","2018-06-30T00:00:00.000","Emirates Airline","0.111652"
"723","4","2018","30","2018-09-30T00:00:00.000","Emirates Airline","0.118382"
"724","5","2018","31","2018-09-30T00:00:00.000","Emirates Airline","0.156557"
"725","6","2018","30","2018-09-30T00:00:00.000","Emirates Airline","0.123294"
"726","7","2018","31","2018-12-31T00:00:00.000","Emirates Airline","0.089514"
"727","8","2018","31","2018-12-31T00:00:00.000","Emirates Airline","0.124189"
"728","9","2018","30","2018-12-31T00:00:00.000","Emirates Airline","0.072416"
"729","10","2018","31","2019-03-31T00:00:00.000","Emirates Airline","0.090213"
"730","11","2018","30","2019-03-31T00:00:00.000","Emirates Airline","0.063434"
"731","12","2018","31","2019-03-31T00:00:00.000","Emirates Airline","0.098609"
"732","1","2019","31","2019-06-30T00:00:00.000","Emirates Airline","0.113705"
"733","2","2019","28","2019-06-30T00:00:00.000","Emirates Airline","0.101827"
"734","3","2019","31","2019-06-30T00:00:00.000","Emirates Airline","0.111004"
"735","4","2019","30","2019-09-30T00:00:00.000","Emirates Airline","0.111299"
"736","5","2019","31","2019-09-30T00:00:00.000","Emirates Airline","0.140624"
"737","6","2019","30","2019-09-30T00:00:00.000","Emirates Airline","0.132138"
"738","7","2019","31","2019-12-31T00:00:00.000","Emirates Airline","0.08751"
"739","8","2019","31","2019-12-31T00:00:00.000","Emirates Airline","0.104711"
"740","9","2019","30","2019-12-31T00:00:00.000","Emirates Airline","0.075864"
"741","10","2019","31","2020-03-31T00:00:00.000","Emirates Airline","0.086786"
"742","11","2019","30","2020-03-31T00:00:00.000","Emirates Airline","0.060013"
"743","12","2019","31","2020-03-31T00:00:00.000","Emirates Airline","0.061136"
"744","1","2020","31","2020-06-30T00:00:00.000","Emirates Airline","0.000169"
"745","2","2020","29","2020-06-30T00:00:00.000","Emirates Airline","0.004978"
"746","3","2020","31","2020-06-30T00:00:00.000","Emirates Airline","0.015716"
"747","4","2020","30","2020-09-30T00:00:00.000","Emirates Airline","0.030059"
"748","5","2020","31","2020-09-30T00:00:00.000","Emirates Airline","0.060884"
"749","6","2020","30","2020-09-30T00:00:00.000","Emirates Airline","0.062419"
"750","7","2020","31","2020-12-31T00:00:00.000","Emirates Airline","0.039569"
"751","8","2020","31","2020-12-31T00:00:00.000","Emirates Airline","0.033097"
"752","9","2020","30","2020-12-31T00:00:00.000","Emirates Airline","0.02052"
"753","10","2020","31","2021-03-31T00:00:00.000","Emirates Airline","0.029085"
"754","11","2020","30","2021-03-31T00:00:00.000","Emirates Airline","0.018906"
"755","12","2020","31","2021-03-31T00:00:00.000","Emirates Airline","0.050903"
"756","1","2021","31","2021-06-30T00:00:00.000","Emirates Airline","0.145264"
"757","2","2021","28","2021-06-30T00:00:00.000","Emirates Airline","0.056832"
"758","3","2021","31","2021-06-30T00:00:00.000","Emirates Airline","0.112039"
"759","4","2021","30","2021-09-30T00:00:00.000","Emirates Airline","0.104728"
"760","5","2021","31","2021-09-30T00:00:00.000","Emirates Airline","0.18938"
"761","6","2021","30","2021-09-30T00:00:00.000","Emirates Airline","0.163673"
"762","7","2021","31","2021-12-31T00:00:00.000","Emirates Airline","0.096853"
"763","8","2021","31","2021-12-31T00:00:00.000","Emirates Airline","0.117665"
"764","9","2021","30","2021-12-31T00:00:00.000","Emirates Airline","0.073496"
"765","10","2021","31","2022-03-31T00:00:00.000","Emirates Airline","0.093056"
"766","11","2021","30","2022-03-31T00:00:00.000","Emirates Airline","0.063676"
"767","12","2021","31","2022-03-31T00:00:00.000","Emirates Airline","0.082282"
"768","1","2022","31","2022-06-30T00:00:00.000","Emirates Airline","0.130421"
"769","2","2022","28","2022-06-30T00:00:00.000","Emirates Airline","0.116952"
"770","3","2022","31","2022-06-30T00:00:00.000","Emirates Airline","0.146054"
"771","4","2022","30","2022-09-30T00:00:00.000","Emirates Airline","0.128628"
"772","5","2022","31","2022-09-30T00:00:00.000","Emirates Airline","0.186278"
"773","6","2022","30","2022-09-30T00:00:00.000","Emirates Airline","0.149744"
"774","7","2022","31","2022-12-31T00:00:00.000","Emirates Airline","0.108961"
"775","8","2022","31","2022-12-31T00:00:00.000","Emirates Airline","0.121923"
"776","9","2022","30","2022-12-31T00:00:00.000","Emirates Airline","0.056559"
"777","10","2022","31","2023-03-31T00:00:00.000","Emirates Airline","0.095808"
"778","11","2022","30","2023-03-31T00:00:00.000","Emirates Airline","0.077991"
"779","12","2022","31","2023-03-31T00:00:00.000","Emirates Airline","0.116734"
"780","1","2010","31","2010-06-30T00:00:00.000","TfL Rail",""
"781","2","2010","28","2010-06-30T00:00:00.000","TfL Rail",""
"782","3","2010","31","2010-06-30T00:00:00.000","TfL Rail",""
"783","4","2010","30","2010-09-30T00:00:00.000","TfL Rail",""
"784","5","2010","31","2010-09-30T00:00:00.000","TfL Rail",""
"785","6","2010","30","2010-09-30T00:00:00.000","TfL Rail",""
"786","7","2010","31","2010-12-31T00:00:00.000","TfL Rail",""
"787","8","2010","31","2010-12-31T00:00:00.000","TfL Rail",""
"788","9","2010","30","2010-12-31T00:00:00.000","TfL Rail",""
"789","10","2010","31","2011-03-31T00:00:00.000","TfL Rail",""
"790","11","2010","30","2011-03-31T00:00:00.000","TfL Rail",""
"791","12","2010","31","2011-03-31T00:00:00.000","TfL Rail",""
"792","1","2011","31","2011-06-30T00:00:00.000","TfL Rail",""
"793","2","2011","28","2011-06-30T00:00:00.000","TfL Rail",""
"794","3","2011","31","2011-06-30T00:00:00.000","TfL Rail",""
"795","4","2011","30","2011-09-30T00:00:00.000","TfL Rail",""
"796","5","2011","31","2011-09-30T00:00:00.000","TfL Rail",""
"797","6","2011","30","2011-09-30T00:00:00.000","TfL Rail",""
"798","7","2011","31","2011-12-31T00:00:00.000","TfL Rail",""
"799","8","2011","31","2011-12-31T00:00:00.000","TfL Rail",""
"800","9","2011","30","2011-12-31T00:00:00.000","TfL Rail",""
"801","10","2011","31","2012-03-31T00:00:00.000","TfL Rail",""
"802","11","2011","30","2012-03-31T00:00:00.000","TfL Rail",""
"803","12","2011","31","2012-03-31T00:00:00.000","TfL Rail",""
"804","1","2012","31","2012-06-30T00:00:00.000","TfL Rail",""
"805","2","2012","29","2012-06-30T00:00:00.000","TfL Rail",""
"806","3","2012","31","2012-06-30T00:00:00.000","TfL Rail",""
"807","4","2012","30","2012-09-30T00:00:00.000","TfL Rail",""
"808","5","2012","31","2012-09-30T00:00:00.000","TfL Rail",""
"809","6","2012","30","2012-09-30T00:00:00.000","TfL Rail",""
"810","7","2012","31","2012-12-31T00:00:00.000","TfL Rail",""
"811","8","2012","31","2012-12-31T00:00:00.000","TfL Rail",""
"812","9","2012","30","2012-12-31T00:00:00.000","TfL Rail",""
"813","10","2012","31","2013-03-31T00:00:00.000","TfL Rail",""
"814","11","2012","30","2013-03-31T00:00:00.000","TfL Rail",""
"815","12","2012","31","2013-03-31T00:00:00.000","TfL Rail",""
"816","1","2013","31","2013-06-30T00:00:00.000","TfL Rail",""
"817","2","2013","28","2013-06-30T00:00:00.000","TfL Rail",""
"818","3","2013","31","2013-06-30T00:00:00.000","TfL Rail",""
"819","4","2013","30","2013-09-30T00:00:00.000","TfL Rail",""
"820","5","2013","31","2013-09-30T00:00:00.000","TfL Rail",""
"821","6","2013","30","2013-09-30T00:00:00.000","TfL Rail",""
"822","7","2013","31","2013-12-31T00:00:00.000","TfL Rail",""
"823","8","2013","31","2013-12-31T00:00:00.000","TfL Rail",""
"824","9","2013","30","2013-12-31T00:00:00.000","TfL Rail",""
"825","10","2013","31","2014-03-31T00:00:00.000","TfL Rail",""
"826","11","2013","30","2014-03-31T00:00:00.000","TfL Rail",""
"827","12","2013","31","2014-03-31T00:00:00.000","TfL Rail",""
"828","1","2014","31","2014-06-30T00:00:00.000","TfL Rail","2.854854521"
"829","2","2014","28","2014-06-30T00:00:00.000","TfL Rail",""
"830","3","2014","31","2014-06-30T00:00:00.000","TfL Rail",""
"831","4","2014","30","2014-09-30T00:00:00.000","TfL Rail",""
"832","5","2014","31","2014-09-30T00:00:00.000","TfL Rail",""
"833","6","2014","30","2014-09-30T00:00:00.000","TfL Rail",""
"834","7","2014","31","2014-12-31T00:00:00.000","TfL Rail",""
"835","8","2014","31","2014-12-31T00:00:00.000","TfL Rail",""
"836","9","2014","30","2014-12-31T00:00:00.000","TfL Rail",""
"837","10","2014","31","2015-03-31T00:00:00.000","TfL Rail",""
"838","11","2014","30","2015-03-31T00:00:00.000","TfL Rail",""
"839","12","2014","31","2015-03-31T00:00:00.000","TfL Rail",""
"840","1","2015","31","2015-06-30T00:00:00.000","TfL Rail",""
"841","2","2015","28","2015-06-30T00:00:00.000","TfL Rail",""
"842","3","2015","31","2015-06-30T00:00:00.000","TfL Rail","3.619042039"
"843","4","2015","30","2015-09-30T00:00:00.000","TfL Rail","3.774568028"
"844","5","2015","31","2015-09-30T00:00:00.000","TfL Rail","3.670933403"
"845","6","2015","30","2015-09-30T00:00:00.000","TfL Rail","3.733603486"
"846","7","2015","31","2015-12-31T00:00:00.000","TfL Rail","4.143011094"
"847","8","2015","31","2015-12-31T00:00:00.000","TfL Rail","4.150729505"
"848","9","2015","30","2015-12-31T00:00:00.000","TfL Rail","4.179697757"
"849","10","2015","31","2016-03-31T00:00:00.000","TfL Rail","2.964734366"
"850","11","2015","30","2016-03-31T00:00:00.000","TfL Rail","3.767157214"
"851","12","2015","31","2016-03-31T00:00:00.000","TfL Rail","3.234045687"
"852","1","2016","31","2016-06-30T00:00:00.000","TfL Rail","3.99836286"
"853","2","2016","29","2016-06-30T00:00:00.000","TfL Rail","3.694140364"
"854","3","2016","31","2016-06-30T00:00:00.000","TfL Rail","3.508856093"
"855","4","2016","30","2016-09-30T00:00:00.000","TfL Rail","3.808085695"
"856","5","2016","31","2016-09-30T00:00:00.000","TfL Rail","3.588850528"
"857","6","2016","30","2016-09-30T00:00:00.000","TfL Rail","3.469032082"
"858","7","2016","31","2016-12-31T00:00:00.000","TfL Rail","3.738489267"
"859","8","2016","31","2016-12-31T00:00:00.000","TfL Rail","3.826849348"
"860","9","2016","30","2016-12-31T00:00:00.000","TfL Rail","4.011194419"
"861","10","2016","31","2017-03-31T00:00:00.000","TfL Rail","3.324919393"
"862","11","2016","30","2017-03-31T00:00:00.000","TfL Rail","3.768952394"
"863","12","2016","31","2017-03-31T00:00:00.000","TfL Rail","3.586700892"
"864","1","2017","31","2017-06-30T00:00:00.000","TfL Rail","3.290075087"
"865","2","2017","28","2017-06-30T00:00:00.000","TfL Rail","3.516487515"
"866","3","2017","31","2017-06-30T00:00:00.000","TfL Rail","3.38090789"
"867","4","2017","30","2017-09-30T00:00:00.000","TfL Rail","3.708985052"
"868","5","2017","31","2017-09-30T00:00:00.000","TfL Rail","3.465754813"
"869","6","2017","30","2017-09-30T00:00:00.000","TfL Rail","3.295722397"
"870","7","2017","31","2017-12-31T00:00:00.000","TfL Rail","3.838819483"
"871","8","2017","31","2017-12-31T00:00:00.000","TfL Rail","3.734557827"
"872","9","2017","30","2017-12-31T00:00:00.000","TfL Rail","3.878285941"
"873","10","2017","31","2018-03-31T00:00:00.000","TfL Rail","2.872382665"
"874","11","2017","30","2018-03-31T00:00:00.000","TfL Rail","3.676614535"
"875","12","2017","31","2018-03-31T00:00:00.000","TfL Rail","3.379773701"
"876","1","2018","31","2018-06-30T00:00:00.000","TfL Rail","3.546085812"
"877","2","2018","28","2018-06-30T00:00:00.000","TfL Rail","3.67820478"
"878","3","2018","31","2018-06-30T00:00:00.000","TfL Rail","4.167131236"
"879","4","2018","30","2018-09-30T00:00:00.000","TfL Rail","4.478725836"
"880","5","2018","31","2018-09-30T00:00:00.000","TfL Rail","4.104271931"
"881","6","2018","30","2018-09-30T00:00:00.000","TfL Rail","4.140986788"
"882","7","2018","31","2018-12-31T00:00:00.000","TfL Rail","4.722366976"
"883","8","2018","31","2018-12-31T00:00:00.000","TfL Rail","4.684184207"
"884","9","2018","30","2018-12-31T00:00:00.000","TfL Rail","4.62602119"
"885","10","2018","31","2019-03-31T00:00:00.000","TfL Rail","3.859436726"
"886","11","2018","30","2019-03-31T00:00:00.000","TfL Rail","4.56039029"
"887","12","2018","31","2019-03-31T00:00:00.000","TfL Rail","4.397425641"
"888","1","2019","31","2019-06-30T00:00:00.000","TfL Rail","4.323124821"
"889","2","2019","28","2019-06-30T00:00:00.000","TfL Rail","4.47809398"
"890","3","2019","31","2019-06-30T00:00:00.000","TfL Rail","4.385749612"
"891","4","2019","30","2019-09-30T00:00:00.000","TfL Rail","4.628816499"
"892","5","2019","31","2019-09-30T00:00:00.000","TfL Rail","4.281006498"
"893","6","2019","30","2019-09-30T00:00:00.000","TfL Rail","4.260005959"
"894","7","2019","31","2019-12-31T00:00:00.000","TfL Rail","4.861940962"
"895","8","2019","31","2019-12-31T00:00:00.000","TfL Rail","4.895068741"
"896","9","2019","30","2019-12-31T00:00:00.000","TfL Rail","4.963376783"
"897","10","2019","31","2020-03-31T00:00:00.000","TfL Rail","4.346181188"
"898","11","2019","30","2020-03-31T00:00:00.000","TfL Rail","5.668711093"
"899","12","2019","31","2020-03-31T00:00:00.000","TfL Rail","5.240511429"
"900","1","2020","31","2020-06-30T00:00:00.000","TfL Rail","0.5946148387"
"901","2","2020","29","2020-06-30T00:00:00.000","TfL Rail","0.7002181766"
"902","3","2020","31","2020-06-30T00:00:00.000","TfL Rail","1.15834799"
"903","4","2020","30","2020-09-30T00:00:00.000","TfL Rail","1.636938471"
"904","5","2020","31","2020-09-30T00:00:00.000","TfL Rail","1.951687613"
"905","6","2020","30","2020-09-30T00:00:00.000","TfL Rail","2.221982734"
"906","7","2020","31","2020-12-31T00:00:00.000","TfL Rail","2.47825691"
"907","8","2020","31","2020-12-31T00:00:00.000","TfL Rail","2.123956284"
"908","9","2020","30","2020-12-31T00:00:00.000","TfL Rail","2.076430425"
"909","10","2020","31","2021-03-31T00:00:00.000","TfL Rail","1.218441048"
"910","11","2020","30","2021-03-31T00:00:00.000","TfL Rail","1.154206467"
"911","12","2020","31","2021-03-31T00:00:00.000","TfL Rail","1.363278027"
"912","1","2021","31","2021-06-30T00:00:00.000","TfL Rail","2.120411056"
"913","2","2021","28","2021-06-30T00:00:00.000","TfL Rail","2.312614833"
"914","3","2021","31","2021-06-30T00:00:00.000","TfL Rail","2.714845605"
"915","4","2021","30","2021-09-30T00:00:00.000","TfL Rail","2.806712186"
"916","5","2021","31","2021-09-30T00:00:00.000","TfL Rail","2.8"
"917","6","2021","30","2021-09-30T00:00:00.000","TfL Rail","3.097643"
"918","7","2021","31","2021-12-31T00:00:00.000","TfL Rail","3.7"
